:START_ID,:END_ID,:TYPE
BORDER_DIM_ON066007_ON079009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066007_ON066013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066007_ON066009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066008_ON066009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066008_ON066014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066008_ON075015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066009_ON066013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066009_ON066011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066009_ON066014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066010_ON079001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066010_ON066013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066010_ON066011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066013_ON079019_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066013_ON079001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON066013_ON079017_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067001_ON082013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067001_ON082011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067001_ON067005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067001_ON067011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067001_ON096011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067001_QC040011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067003_ON082002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067003_ON067006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067003_ON067004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067003_ON067010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067003_ON067005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067003_ON067008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067003_ON067007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067004_ON074006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067004_ON067006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067004_ON074003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067004_ON067009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067004_ON067008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067005_ON082013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067005_ON067007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067007_ON067008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067007_ON067011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067006_ON074008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067006_ON082010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067006_ON074006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067006_ON082002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067008_ON111006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067008_ON111005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067008_ON111004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON067008_ON111003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON103001_ON103007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON103001_ON103010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON103007_ON103014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON103007_ON103013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON103007_ON103010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075010_ON103010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075010_ON103001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075010_ON075014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075010_ON098012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075010_ON075012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075010_ON098013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON098010_ON103007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON098010_ON103001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON098010_ON098012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON098012_ON098019_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON098012_ON098013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068002_ON074002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068002_ON068005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068002_ON068004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068004_ON074002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068004_ON068006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068004_ON074003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068005_ON099004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068005_ON068006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068006_ON099003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068006_ON097004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068001_ON068002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON068003_ON068005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON089011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON069005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON089006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON089008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON069007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON089001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON100014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069003_ON100015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069002_ON069004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069002_ON069006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069002_ON069007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069002_ON088009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069002_ON093010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069002_ON100007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069004_ON069008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069004_ON069006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069004_ON069005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069004_ON069007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069005_ON089011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069005_ON069007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069006_ON069009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069006_ON088008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069007_ON100007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069007_ON100015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON069001_ON069005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070002_ON070008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070002_ON087002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070002_ON070005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070002_ON087003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070002_ON090003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070003_ON070009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070003_ON070005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070003_ON086014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070003_ON090003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070003_ON086004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070005_ON070009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070005_ON090003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070009_ON086014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070001_ON080007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070001_ON070004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070001_ON086009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070004_ON086009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070004_ON086005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070004_ON070006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070006_ON086002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070006_ON070009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070006_ON086003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070006_ON086014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON070007_ON070009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071005_ON071008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071005_ON071011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071011_ON071012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071008_ON071009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071008_ON071013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071009_ON071010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071009_ON071013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071002_ON071006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071002_ON071003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071002_ON071009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071002_ON071008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071003_ON071006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071003_ON071004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071003_ON071005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071003_ON071008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071004_ON071007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071004_ON071005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071004_ON071011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071007_ON080009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071007_ON071011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071007_ON071012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071012_ON080009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071012_ON080010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071012_ON080004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071001_ON071006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON071001_ON071002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072001_ON084008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072001_ON072004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072001_ON084003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072001_ON072008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072001_ON072010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072001_ON084005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072001_ON072007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON072006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON072014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON072003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON083005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON083004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON072009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON072008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072002_ON082015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072003_ON072012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072003_ON084004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072003_ON084011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072003_ON072004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072003_ON072008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072004_ON084011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072004_ON084008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072004_ON072008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON084006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON072013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON109004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON109008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON109002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON109001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON072011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON072012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON072006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072005_ON072014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072006_ON072012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072006_ON072014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072008_ON072009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072008_ON072010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072009_ON072010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072009_ON082014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072009_ON082015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072011_ON072016_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072011_ON072014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072011_ON083011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072012_ON084006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072012_ON084004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072014_ON083011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON072014_ON083005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073001_ON073003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073001_ON073002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073001_ON099002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073001_ON099005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073002_ON073003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073002_ON094008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073002_ON099005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073002_ON073004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073002_ON094002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073003_QC049008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073003_QC049007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073003_QC057002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073003_ON073004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073004_ON094004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073004_ON094003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073004_QC057002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON073004_ON094002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074001_ON083007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074001_ON074008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074001_ON074006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074001_ON074007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074001_ON074002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074002_ON074006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074002_ON074007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074002_ON074003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074003_ON074006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074006_ON074008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074008_ON083007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074008_ON083009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074008_ON083006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074008_ON082010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074004_ON074006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON074005_ON074008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075001_ON075014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075001_ON075007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075001_ON075012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075001_ON075008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075001_ON075006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075003_ON075012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075003_ON075006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075003_ON098013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075003_ON075017_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075006_ON075008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075006_ON075017_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075008_ON075015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075008_ON075016_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075012_ON098013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075014_ON103010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075004_ON075015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075004_ON075013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075004_ON075016_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075004_ON075009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075009_ON075013_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075016_ON075017_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075013_ON075016_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075002_ON075011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075002_ON075007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075002_ON075015_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075005_ON103002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075005_ON075011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075005_ON075014_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075005_ON075007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075007_ON075008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075011_ON103012_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON075011_ON103002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076001_ON076004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076001_ON076006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076001_ON076002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076001_ON102011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076001_ON076009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076001_ON085001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076002_ON076010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076002_ON076008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076002_ON076003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076002_ON076007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076002_ON076009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076003_ON076008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076003_ON076004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076004_ON076006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076006_ON102011_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076007_ON076010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076007_ON076009_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076008_ON076010_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076009_ON085001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076009_ON104003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076009_ON104001_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076009_ON104008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076010_ON087008_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076010_ON087005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON076005_ON076006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077001_ON077007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077001_ON077004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077001_ON103004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077001_ON091004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077001_ON077002_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077001_ON103005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077004_ON104006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077004_ON103016_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077004_ON077005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077004_ON103004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077005_ON104006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077005_ON077007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077007_ON091006_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077007_ON091004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077003_ON077007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON077006_ON077007_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON108002_ON108005_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON108002_ON108004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON108002_ON108003_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON078002_ON078004_1861,UNIT_METRE,P91_has_unit
BORDER_DIM_ON078002_ON078006_1861,UNIT_METRE,P91_has_unit
